"Country of 
Export",Ycode,"Waste 
streams",Annex VIII,"UN
class",H                                    Code,Characteristics,"Amount 
exported
(in metric tons)","Country
of  Transit","Country of 
destination","D
code","R
code"
DE,Y17,,A1060,,H8,,15.048,,AT,,R4
DE,Y17,,A1060,,H12,,105.8,,BE,,R5
DE,Y17,,A1130,,H8,,121.7,,AT,,R4
DE,Y17,,A1130,,H8,,62.02,,BE,,R4
DE,Y17,,A1130,,H8,,1451.56,,BE,,R4
DE,Y17,,A1130,,H8,,46.34,,BE,,R4
DE,Y17,,A1130,,H8,,1660.2359999999999,,BE,,"R4, R6"
DE,Y17,,A1130,,H8,,1248.88,LU,BE,,"R4, R6"
DE,Y17,,A4050,,H8,,61.657,,NL,,R4
DE,Y18,,A3120,,H6.1,,1200.0259999999998,,BE,,R12
DE,Y18,,A4060,,H12,,13986.876,,NL,,R5
DE,Y18,,A4100,,H12,,192.833,,CH,,R4
DE,Y18,,A4100,,H11,,101.501,,CH,,R4
DE,Y18,,A4130,,H12,,206.478,BE,FR,,R3
DE,Y18,,A4130,,H4.1,,422.141,NL,BE,,R4
DE,Y18,,A4160,,H4.1,,226.831,,BE,,R7
DE,Y18,,A4160,,H12,,272.98900000000003,,BE,,R7
DE,Y18,,A4160,,H12,,491.98,,NL,,R7
DE,Y22,,A1020,,H12,,842.23999998,NL,BE,,R4
DE,Y22,,A1020,,H12,,38.86,,NL,,R4
DE,Y22,,A1020,,H12,,460.58,,BE,,R4
DE,Y22,,A4100,,H12,,21.7,,NL,,R12
DE,Y22,,A4100,,H11,,20.5,,NL,,R4
DE,Y22,,A4100,,H11,,377.54,,BE,,R4
DE,Y23,,A1080,,H12,,28.64,,NL,,R4
DE,Y23,,A2030,,H12,,1.92,,CH,,R4
DE,Y23,,A4100,,H4.2,,5745.44,,NL,,R4
DE,Y23,,A4100,,H12,,1064.0,"NL, BE",FR,,R4
DE,Y23,,A4100,,H12,,310.635,,SE,,R4
DE,Y23,,A4100,,H12,,3614.19,BE,FR,,R4
DE,Y23,,A4100,,H12,,5841.37,,PL,,R4
DE,Y23,,A4100,,H12,,2490.59,BE,FR,,R4
DE,Y23,,A4100,,H11,,1890.576,"BE,  NL",FR,,R4
DE,Y23,,A4100,,H12,,430.35,"AT, HU, RO",BG,,R4
DE,Y23,,A4100,,H11,,13.62,,SE,,R4
DE,Y23,,A4100,,H11,,802.0799999999999,,PL,,R4
DE,Y23,,A4100,,H11,,4073.294,"NL, BE",FR,,R4
DE,Y23,,A4100,,H11,,160.16,,BE,,R5
DE,Y23,,A4100,,H12,,72.25999999999999,,NL,,R12
DE,Y23,,A4100,,H11,,525.52,,BE,,R4
DE,Y23,,A4100,,H12,,21.09,,BE,,R5
DE,Y23,,A1170,,H12,,161.309,,FI,,R4
DE,Y24,,A1030,,--,,6.481999999999999,CZ,SK,,R4
DE,Y25,,A1020,,H6.1,,11.54,,BE,,R4
DE,Y26,,A1010,,H6.1,,1.991,LU,FR,,R4
DE,Y26,,A1020,,H12,,23.107,NL,BE,,R4
DE,Y26,,A1170,,H6.1,,310.562,LU,FR,,R4
DE,Y26,,A1170,,H6.1,,435.71299999999997,,FR,,R4
DE,Y29,Amalgam waste,A1010,,H6.1,,4.0,,AT,,R4
DE,Y29,Amalgam waste,A1010,,H12,,0.351,,CH,,R4
DE,Y29,,A4160,,H12,,81.044,,BE,,R7
DE,Y31,,A1010,,H6.1,,99.08,,SE,,R4
DE,Y31,,A1020,,H6.1,,5771.34,,BE,,R4
DE,Y31,,A1020,,H6.1,,8.021,,BE,,R4
DE,Y31,,A1020,,H11,,18.002,,NL,,R12
DE,Y31,,A1020,,H6.1,,19.04,,NL,,R4
DE,Y31,,A1020,,H6.1,,7670.560000000001,NL,BE,,R4
DE,Y31,,A1020,,H6.1,,17.0,,BE,,R4
DE,Y31,,A1020,,H6.1,,3564.94,NL,BE,,R4
DE,Y31,,A1020,,H6.1,,295.055,,BE,,R4
DE,Y31,,A1020,,H6.1,,75.12,,NL,,R4
DE,Y31,,A1160,,H11,,7979.756,,BE,,R4
DE,Y31,,A1160,,H8,,15170.665000000003,,CZ,,R4
DE,Y31,,A1160,,H8,,576.975,,PL,,R4
DE,Y31,,A1160,,H8,,1468.04,,SI,,R4
DE,Y31,,A1160,,H8,,1885.24,FR,ES,,R4
DE,Y31,,A1160,,H8,,5425.09,NL,BE,,R4
DE,Y31,,A1180,,H8,,1041.62,,BE,,R4
DE,Y31,,A1180,,H12,,309.857,,CZ,,R12
DE,Y31,,A1180,,H12,,350.5,,NL,,R12
DE,Y31,,A1180,,H12,,30.28,,NL,,R4
DE,Y31,,A1180,,H12,,279.20000000000005,,AT,,"R3, R4"
DE,Y31,,A1180,,H12,,3892.67,,NL,,R12
DE,Y31,,A2010,,H12,,6777.65,,NL,,R5
DE,Y31,,A4100,,H12,,1926.67,,BE,,R4
DE,Y31,,A4100,,H6.1,,1460.004,,BE,,R4
DE,Y31,,A4100,,H6.1,,53.92,,BE,,R5
DE,Y31,,A4100,,H6.1,,177.34,,PL,,R4
DE,Y34,,A4090,,H4.3,,148.0,,FR,,R5
DE,Y34,,A4090,,H8,,27.0,AT,IT,,R6
DE,Y41,,A3150,,H8,,61.42,LU,FR,D10,
DE,Y41,,A3150,,H6.1,,1272.64,,DK,D10,
DE,Y41,,A3150,,H3,,3380.7000000000003,,DK,D10,
DE,Y41,,A3150,,H6.1,,110.54,,FR,D10,
DE,Y41,,A3150,,H6.1,,664.587,,NL,,R2
DE,Y42,,A3140,,H6.1,,1010.46,,CH,,R2
DE,Y42,,A3140,,H3,,82.46,,DK,,R1
DE,Y42,,A3140,,H3,,6203.34,,FR,,R1
DE,Y42,,A3140,,H3,,4735.0,,FR,,R2
DE,Y42,,A3140,,H3,,598.245,BE,FR,,R2
DE,Y42,,A3140,,H3,,304.23,LU,FR,,R2
DE,Y42,,A3140,,H3,,283.416,NL,BE,,R12
DE,Y42,,A3140,,H3,,92.06,,NL,,R2
DE,Y42,,A3140,,H3,,1393.4499999999998,,FR,,R2
DE,Y42,,A3140,,H3,,1866.191,,NL,,R2
DE,Y42,,A3140,,H3,,5058.14,,FR,,R1
DE,Y42,,A3140,,H3,,811.585,,FR,,R2
DE,Y42,,A3140,,H3,,4.14,,CH,,R1
DE,Y42,,A3140,,H3,,3.954,,CH,,R2
DE,Y42,,A3140,,H3,,106.13,,BE,,R12
DE,Y42,,A3140,,H3,,42.68,LU,BE,,R1
DE,Y44,,A4110,,H6.1,,361.2,,CH,,R1
DE,AN8,,A1020,,H6.1,,29.787,,NL,,R4
DE,AN8,,A1180,,H6.1,,3.72,,BE,,R12
DE,AN8,,A1180,,H12,,2845.59,,BE,,R4
DE,AN8,,A1180,,H12,,2650.46,,NL,,R4
DE,AN8,"Discarded equipment containing CFC, HCFC, HFC",A1180,,H12,,797.88,,CZ,,R4
DE,AN8,,A1180,,H12,,391.8,,AT,,"R3, R4"
DE,AN8,,A1180,,H12,,387.88,,CH,,R4
DE,AN8,,A2030,,H11,,136.336,,NL,,R8
DE,AN8,,A2030,,H11,,116.96,,NL,,R4
DE,AN8,,A2030,,H12,,373.428,,NL,,R8
DE,AN8,,A2030,,H12,,243.14,,NL,,R8
DE,AN8,,A2030,,H4.2,,120.3,,SE,,R8
DE,AN8,,A2030,,H5.1,,142.24,,NL,,R12
DE,AN8,,A2030,,H12,,1.65,,BE,,R4
DE,AN8,,A2030,,H12,,77.28,NL,BE,,R4
DE,AN8,,A2030,,H3,,96.74499999999999,,BE,,R4
DE,AN8,,A2030,,H12,,149.973,,US,,R4
DE,AN8,,A2030,,H8,,357.628,,BE,,R4
DE,AN8,,A2030,,H8,,54.58,,BE,,R4
DE,AN8,,A2030,,H5.1,,26.995,,BE,,R4
DE,AN8,,A2030,,H4.2,,50.405,,BE,,R4
DE,AN8,,A2030,,H3,,1509.56,NL,BE,,R4
DE,AN8,,A2030,,H12,,1106.0,,GB,,R8
DE,AN8,,A2030,,H12,,246.0,"NL, CA",US,,R4
DE,AN8,,A2030,,H11,,146.087,NL,BE,,R4
DE,AN8,,A2030,,H11,,0.049,FR,GB,,R4
DE,AN8,,A2030,,H11,,418.391,,US,,R4
DE,AN8,,A4070,,H12,,0.016,,NL,,R4
DE,AN8,,A4130,,H12,,366.099,NL,BE,,R4
DE,AN8,,A4140,,H12,,20.758,,DK,D10,
DE,AN8,,A4160,,H12,,1380.7630000000001,,BE,,R7
DE,AN8,,A4160,,H12,,595.16,,BE,,R7
DE,AN8,,A4160,,H12,,89.1,,NL,,R7
DE,AN8,,A4160,,H12,,1679.237,,BE,,R7
DE,AN8,,A4160,,H12,,9.04,,BE,,R7
DE,AN8,,A4160,,H12,,2.774,,BE,,R13
DE,AN8,,A4160,,H12,,4151.303000000001,,BE,,R7
DE,AN8,,A4160,,H12,,1274.0000000000002,,NL,,R7
GT,"Y31,Y34",,A1160,"8,9",H11,,3600.00,,KP,,R4
GT,Y31,,A1160,"8,9","H8,H11",,264.00,,CR,,R4
HU,Y6,"07 01 04*, 07 07 04*, 07 07 08*, 08 01 11*, 07 05 04*, 14 06 03*",,,,,113.996,"AT, DE",FR,,R2
HU,Y6,"07 01 07*, 07 05 07*, 07 07 03*, 07 07 07*, 07 05 03*, 14 06 02*",,,,,345.317,"AT, DE",FR,,R2
HU,"Y23, Y31",10 04 02*,,,,,5.157,"AT, DE",NL,,R13
HU,Y31,10 04 02*,,,,,3.964,"AT, DE",NL,,R4
HU,Y31,10 04 02*,,,,,61.644,AT,DE,,R12
HU,"Y23, Y31",20 01 35*,,,,,3.562,"AT, DE",NL,,R13
HU,"Y31, Y34",16 06 01*,,,,,2100.89,"AT, DE",FR,,R4
HU,"Y31, Y34",16 06 01*,,,,,372.182,RO,BG,,"R4, R12"
HU,"Y31, Y34",16 06 01*,,,,,530.5,RO,BG,,R4
HU,"Y31, Y34",16 06 01*,,,,,2603.811,SK,CZ,,R4
HU,"Y31, Y34",16 06 01*,,,,,618.7,"SK, CZ, DE",SE,,R4
HU,"Y31, Y34",16 06 01*,,,,,211.361,,AT,,"R4, R6"
HU,"Y31, Y34",16 06 01*,,,,,27.957,,AT,,"R4, R5, R11"
HU,"Y31, Y34",16 06 01*,,,,,8353.031,,AT,,R4
HU,"Y31, Y34",16 06 01*,,,,,2699.476,,RO,,"R4, R6"
HU,"Y31, Y34",16 06 01*,,,,,2190.59,,RO,,R4
HU,"Y31, Y34",16 06 01*,,,,,3929.185,,SI,,R4
HU,Y17,12 01 14*,,,,,9.773,,AT,,R4
HU,Y6,07 05 04*,,,,,13.33,"AT, DE",FR,,R2
HU,Y18,10 03 08*,,,,,1285.188,"SK, CZ",DE,,"R4,R5"
HU,Y12,15 01 10*,,,,,0.452,AT,DE,,R4
HU,Y31,16 03 03*,,,,,8.754,"AT, DE",NL,,R4
HU,Y45,"20 01 35*, 16 01 13*, 20 01 23*",,,,,256.41,,SK,,R4
IR,Y10,PCB contaminated wastes,A3180,9,"H11,H12",,30 MT,,FR,D10,
KG,Y31,,A1010,,,,"1891,1",,IR,,R4
KG,Y31,,A1010,,,,"2039,6",,KZ,,R4
KG,Y31,,A1010,,,,60,,DE,,R4
KG,Y31,,A1010,,,,60,,LV,,R4
KG,Y31,,A1010,,,,"22,0",,AF,,R4
KG,Y31,,A1010,,,,"20,0",,LT,,R4
LV,Y31,Lead batteries,A1160,8.0,H8,,2166.22,,LT,,"R3, R4, R12, R13"
LV,"Y31, Y34",Lead batteries,A1160,"8, 9","H8, H12",,3020.29,,EE,,"R4, R13"
LV,"Y26, Y31, Y35",Unsorted batteries and accumulators,A1170,,H8,,78.28,,DE,,"R4, R12"
LV,Y9,Waste oils,A4060,1993.0,H3,,1201.0,,LT,,R9
LV,Y9,Waste oils,A4060,3.0,H3,,350.6,LT,PL,,R9
LV,Y9,Waste oils,A4060,3; 1993,H3,,608.58,,EE,,"R1, R3, R5"
LV,Y31,WEEE,A1180,,"H6.1, H12",,0.3,,LT,,R4
LV,Y10,WEEE,A1180,9.0,H14,,0.3,,EE,"D10, D13, D15",
LV,Y17,Hydrochloric acid,,,H8,,115.31,LT,DK,D9,
LV,Y_,Waste absorbents containing oil,,3178.0,H4.1,,10.93,,EE,,"R12, R13"
LV,Y23,Filter dust from stainless steel production,,9.0,H12,,5998.24,,NO,,R4
LV,Y29,Fluorescent tubes containing mercury,A1030,9.0,"H11, H12",,5.14,,LT,,R12
LV,Y_,Soil and stones containing dangerous substances,,9.0,H12,,44.26,,LT,D8,
LV,Y12,"Waste paint, ink, varnish",A4070,3.0,H3,,194.93,,EE,,"R12, R13"
LV,Y3,Expired cytostatic medicines,A4140,,"H6.1, H11",,0.22,,EE,,R1
LV,Y14,Waste laboratory chemicals,A4140,,"H3, H6.1, H6.1",,25.53,,EE,,"R1, R12, R13"
LV,"Y12, Y14, Y41, Y42",Solvents,A4140,3; 12,H3,,65.58,,EE,,"R1, R12, R13"
LV,"Y6, Y45",Organic halogenated solvents,A4140,3; 6.1,"H3, H11",,50.0,,EE,,"R1, R12, R13"
LT,Y1,,,,,,624.526,,LV,,R12
LT,Y1,,,,,,210.569,,LV,,"R12,R1 , R3 , R4 , R5"
LT,Y12,,,,,,0.566,,LV,,R12
LT,Y12,,,,,,216.61,,PL,D10,
LT,Y14,,,,,,4.713,,LV,,R12
LT,Y16,,,,,,5.0,,PL,D10,
LT,Y17,,,,,,19.58,,DE,,R4
LT,Y18,,,,,,4.202,,DE,,R3
LT,Y26,,,,,,22.673,,DE,,"R4 , R12"
LT,Y29,,,,,,40.0,,LV,,"R11 , R12"
LT,Y29,,,,,,66.841,,LV,,"R4 , R12"
LT,Y29,,,,,,17.591,,LV,,"R4 , R5 , R12"
LT,Y31,,,,,,586.657,LV,EE,,R4
LT,Y31,,,,,,12328.543,,PL,,R4
LT,Y31,,,,,,564.904,PL,DE,,R4
LT,"Y31 , Y34",,,,,,2425.736,PL,CZ,,R4
LT,"Y31 , Y34",,,,,,132.782,LV,EE,,R4
LT,Y32,,,,,,0.463,,PL,D10,
LT,Y47,,,,,,3999.04,,NO,,R5
LT,Y5,,,,,,955.418,,SE,,R1
LT,Y5,,,,,,229.17,PL,DE,,R1
LT,"Y6 , Y12 , Y42",,,,,,97.6,,LV,,R2
LT,Y8,,,,,,12.2,LV,EE,,R12
LT,Y8,,,,,,374.929,,PL,D10,
LT,Y8,,,,,,1982.02,,PL,,R9
LT,Y8,,,,,,47.83,,SE,,R1
LT,Y9,,,,,,1652.02,LV,EE,,R3
LT,Y9,,,,,,40.0,,PL,D10,
LT,Y4,,,,,,5.878,,SE,,R1
MY,Y22,METAL HYDROXIDE SLUDGE ,,,,SLUDGE,69.3,,JP,,R4
MY,Y22,METAL HYDROXIDE SLUDGE ,,,,SLUDGE,100.0,,BE,,R4
MY,Y22,METAL HYDROXIDE SLUDGE ,,,,SLUDGE,282.7,,US,,R4
MY,Y26,NICKEL CADMIUM SCRAP BATTERIES,,,,ECOTOXIC,25.0,,CA,,R4
MY,Y26,NICKEL CADMIUM SCRAP BATTERIES,,,,ECOTOXIC,26.0,,KR,,R8
MY,11b,SPENT CATALYST,,,,SOLID,30.0,,US,,R4
MY,11b,SPENT CATALYST,,,,SOLID,110.0,,NL,,R4
MY,11b,ALUMINIUM DROSS,,,,SOLID,1561.0,,JP,,R4
MY,Y12,USED TONER,,,,SOLID,16.1,,TH,,R5
MY,Y12,USED TONER,,,,SOLID,170.9,,CA,,R5
MY,11b,ELECTRONIC WASTE,,,,SOLID,30.8,,BE,,R4
MY,11b,ELECTRONIC WASTE,,,,SOLID,275.7,,JP,,R4
MY,11b,ELECTRONIC WASTE,,,,SOLID,9.5,,TH,,R4
MY,11b,ELECTRONIC WASTE,,,,SOLID,552.0,,US,,R4
MY,Y39,WASTE ORGANIC SOLVENT,,,,LIQUID,105.0,,GE,,R3
MY,Y39,WASTE ORGANIC SOLVENT,,,,LIQUID,300.0,,KR,,R3
MT,Y2,Solid Pharmaceutical Waste,A4010,9.0,"11, 13",2  Solid,59.228,,ES,"D15 , D9",
MT,Y31 ,Cathode Ray Tubes,A2010,9.0,13.0,2  Solid,246.26000000000002,,NL,,"R12 , R5"
MT,Y2,"Solid Pharmaceutical waste, tablets, capsules, raw material, packaging material",A4010,6.1,6.1,2  Solid,76.163,,IT,"D15 , D10",
MT,"Y2, Y41 ","Organic solvents, washing liquids  ,  mother liqours, halogenated solvent, washing liquids  ,  mother liquors",A4010,,"3, 6.1",5  Liquid,31.5,,IT,"D15 , D10",
MT,Y17,Sludges generated from onsiete effluent treatment precipitated metal hydroxides containing dangerous sustances,A1050,9.0,12.0,2  Solid,19.279,"IT, AT",DE,,R4 
MT,Y31,"Lead Acid Batteries, Wet  ,  Dry",A1160,8.0,"8, 12","2  Solid ,  5 Liquid",583.33,"EG, AE, MY, CN",KR,,"R3  ,  R4"
MT,Y31,"Lead Acid Batteries, Wet  ,  Dry",A1160,8.0,"8, 12","2  Solid ,  5 Liquid",81.13,FR,BE,,"R12 , R4"
MT,Y3,Cytoxic & Cutostatic Medicines,A4010,6.1,6.1,"2 Solid, 5 Liquid",14.620000000000001,,IT,"D14 , D10",
MT,Y2,"Aqueous washing liquid  ,  mother liquors",A4010,9.0,12.0,5  Liquid,22.0,,IT,"D15 , D9",
MT,Y2,"Organic  ,  inorganic waste containing hazardous compound",A4010,,"3, 4.1, 4.2, 4.3, 6.1, 8, 11, 12, 13","1Powder, 2  Solid, 4  Sludge, 5  Liquid",17.94,"IT, AT",DE,D10,
MT,Y10,WEEE (inc removed components),,9.0,"4, 14",2  Solid,217.62,,IT,,"R12 , R4"
MT,"Y2, Y6, Y9, Y12, Y13, Y42",Liquid cobmastible waste containing dangerous substances,A3140,,,"4  Sludge, 5  Liquid",251.407,,IT,,"R2 , R2"
MT,Y2,"Organic solvents, washing liquids  ,  mother liqours",A4010,"3, 6.1","3, 6.1",2  Solid,29.92,,IT,"D15 , D10",
MT,Y8,"Wastes of Liquid fuels  ,  other fuels (inc. mixtures)",A4060,9.0,3.0,5  Liquid,2099.0,,PT,,"R13 , R9"
MT,Y29,Neon Tubes,A1030,"8, 9","8, 11, 12",2  Solid,17.73,,IT,,"R13 , R4"
MT,Y10,"Discarded equipment containing chloroflourocarbons, Discarded equipment containing chloroflourocarbons, HCFC, HFC",,9.0,"4, 14",2  Solid,383.776,,IT,,"R13 , R4"
MT,Y31,"Lead Acid Batteries, Wet  ,  Dry",A1160,8.0,"8, 12",2  Solid,307.79200000000003,SI,AT,,R4 
MT,"Y3, Y6, Y12, Y13",Other wastes (inc mixtures of materials) from mechanical treatment of waste containing dangerous substances.,,,,"2  Solid, 3  Viscous, 4  Sludge, 5  Liquid",246.0,IT,FR,"D13 , D10",
MT,Y46,Refrigirators,"A1180, A2010",9.0,12.0,2  Solid,174.54,,IT,,R13
MX,Y31,Acid-lead batteries,A1160,,,,0.10,,US,D10,
ME,"Y31, Y34",,A1160,8.0,"H8, H12","Corrosives, Ecotoxic",1800.0,"BA, HR",SI,,R4
ME,"Y8, Y9",,A3020,3.0,"H3, H12",,500.0,"RS, HR, SI",AT,,R1
MA,Y6,Solvants organiques,A4070,3.0,H3,,400.0,,ES,,"R13, R12, R1"
MA,Y12,Boue phisico chimique,A4070,,H12,,400.0,,ES,D9,
MA,Y13,Boue de peinture,A3050,,H12,,400.0,,ES,,"R13, R12, R1"
MA,Y6,"liquide organique(antigel, lave glace, liquide de frein)",,,,,60.0,,ES,,"R13, R12, R1"
MA,Y6,solvants organiques régénérables,A4070,3.0,H3,,250.0,,ES,,"R13, R12, R1"
MA,Y4,Pésticide périmés,A3150,6.1,H6,,20.0,,ES,,R2
MA,Y6,Autres solvants et mélanges de solvants,A3140,3.0,H3,,400.0,,FR,,R2
MA,Y10,dechets PCB solide,A3180,9.0,H11,,16.0,,FR,D10,
MA,Y10,dechets PCB liquide,A3180,9.0,H11,,8.0,,FR,D10,
MA,Y10,Condensateur,A3180,9.0,H11,,0.1,,FR,D10,
MA,Y4,DDT,A4030,6.1,"H6,1",,30.0,,BE,D10,
MZ,Y9,"Drilling Mud, Drill Cutting",,3.0,3.0,,24000.0,,ZA,D5,
MZ,Y31,Used Spent Li ion and NiMH,A1170,9.0,H12,solid,120.0,,ZA,,R4
MZ,Y8, oily rags/ oil filters,,4.2,H4.2,solid,600.0,,ZA,D5,
MZ,Y17,"Spent Port Liner which includs carbon SPL, refrator SPL and Silicon Carbide SPL, Cathodic anode contaminated with F, Na and Cyanide",,9.0,H13,solid,119200.0,,ZA,,R5
MZ,Y36,Asbestos waste material,,9.0,H11,Solid,2400.0,,ZA,D5,
MZ,Y31,"Lead waste and scrap (acid acid batteries, baterry plates lead dross solid lead peaces)",,9.0,H12,solid,720.0,,ZA,,R1
MZ,Y8,Ago Slops-gasoleo waste (Petroleum Product/ hydrocarbons),,3.0,H3,liquid,1400.0,,ZA,,R1
MZ,Y8,Off Spec MFO 180cst-fuel oil waste (Petroleum Product/ hydrocarbons),,3.0,H3,liquid,151340.0,,ZA,,R1
MZ,Y8,Mogas Slop-gasoline waste (Petroleum Product/ hydrocarbons),,3.0,H3,liquid,3200.0,,ZA,,R1
MZ,Y8,Off Spec Jet A1 waste (Petroleum Product/ hydrocarbons),,3.0,H3,liquid,502.0,,ZA,,R1
MZ,Y6,Solvent waste,,3.0,H3,liquid,1500.0,,ZA,,R1
MZ,Y13,Redundant Chemicals,,6.1,H6.1,liquid,1000.0,,ZA,D1,
MZ,Y34,Acid waste,,8.0,H8,liquid,1500.0,,ZA,,R6
NZ,Y1,,,,6.1,,100.814,,AU,D10,
NZ,Y4,,,,6.1,,8.337,,DE,D10,
NZ,Y26,,,,8.0,,16.0,,KR,,R4
NZ,Y26,,,,"8,12,11",,18.873,,FI,,R4
NZ,Y29,,,,11.0,,86.87899999999999,,AU,,"R4, R5"
NZ,Y29,,,,"8,11",,54.17099999999999,,DE,,R4
NZ,Y31,,,,"6.1, 11",,75.961,,GB,,R5
NZ,Y31,,,,"6.1,8,11",,2276.9835000000003,,PH,,R4
NZ,Y_,,,,4.2,,0.00495,,CA,,R4
NZ,"Y12, Y20, Y22, Y25, Y26, Y27, Y29, Y31",,,,"11,12,13",,195.3,,SG,,"R4, R5"
NZ,"Y20, Y22, Y25, Y26, Y27, Y29, Y31",,,,"11,12,13",,108.303,,JP,,"R4, R5"
NZ,"Y22, Y23, Y31",,,,"12,13",,59.23414,,SG,,R4
NZ,"Y22,Y23,Y26",,,,"12,13",,68.4,,BE,,R4
NZ,"Y22, Y23, Y26",,,,"12,13",,82.0,,SG,,R4
NZ,"Y23, Y31",,,,12.0,,111.78,,AU,,R4
NZ,"Y31, Y34",,,,"8,11",,13979.865000000002,,KR,,R4
NO,Y1 ,,,,,,5.38,SE,DK,D10,
NO,Y1 ,,,,,,61.38,,SE,D10,
NO,Y2 ,,,,,,18425.0,,DK,D6,
NO,Y2 ,,,,,,738.8,,SE,,R1
NO,Y4 ,,,,,,7.627,SE,FI,D10,
NO,Y4 ,,,,,,0.654,,SE,,R1
NO,Y4 ,,,,,,29.988,,SE,D10,
NO,Y6 ,,,,,,641.2,,DK,,R3 
NO,Y6 ,,,,,,733.0,,DK,D10,
NO,Y6 ,,,,,,195.76,,SE,,R1 
NO,Y7 ,,,,,,6787.0,SE,DK,D10,
NO,Y8 ,,,,,,3765.877,,DK,D10,
NO,Y8 ,,,,,,978.539,SE,DK,,R9 
NO,Y8 ,,,,,,760.3,,FI,,R9 
NO,Y8 ,,,,,,41.4,,FI,D10,
NO,Y8 ,,,,,,86.7,SE,FI,,R9 
NO,Y8 ,,,,,,4000.0,,NL,,R12
NO,Y8 ,,,,,,3163.2,,NL,,R3 
NO,Y8 ,,,,,,1102.105,,SE,,R1 
NO,Y8 ,,,,,,628.56,,SE,D10,
NO,y8,,,,,,168.0,,DK,,R3 
NO,y8,,,,,,420.0,,DK,D10,
NO,Y9 ,,,,,,42198.46,,DK,,R3 
NO,Y9 ,,,,,,1100.0,,DK,D10,
NO,Y9 ,,,,,,120000.0,,DK,D8 ,
NO,Y9 ,,,,,,1312.51,SE,DK,D10,
NO,Y9 ,,,,,,111.0,,SE,,R12
NO,Y9 ,,,,,,152.4,DK,DE,D10,
NO,Y10,,,,,,108.64,,DK,,R4 
NO,Y10,,,,,,69.24,,DK,D10,
NO,Y10,,,,,,37.522,,FI,D10,
NO,Y10,,,,,,673.725,SE,FI,D10,
NO,Y10,,,,,,114.64000000000001,"SE, SE",FI,D10,
NO,Y10,,,,,,969.96,,SE,,R1 
NO,Y10,,,,,,179.0,,SE,,R3 
NO,Y10,,,,,,207.868,,SE,D10,
NO,Y11,,,,,,2996.149,,DK,D10,
NO,Y11,,,,,,20.1,,SE,D10,
NO,Y12,,,,,,149.916,,DK,D10,
NO,Y12,,,,,,67.0,,FI,D10,
NO,Y12,,,,,,4733.878,,SE,,R1 
NO,Y12,,,,,,101.0,,SE,D10,
NO,Y13,,,,,,482.526,,DK,D10,
NO,Y13,,,,,,116.191,SE,FI,D10,
NO,Y13,,,,,,21.152,,SE,,R1 
NO,Y13,,,,,,100.14,SE,DE,D10,
NO,Y14,,,,,,123.379,,DK,D10,
NO,Y14,,,,,,2.932,,SE,,R1 
NO,Y14,,,,,,4.256,,SE,D10,
NO,Y14,,,,,,8.8,"DK, SE",DE,D10,
NO,Y15,,,,,,13.46,,DK,D10,
NO,Y16,,,,,,75.221,,DK,,R4 
NO,Y16,,,,,,20.213,SE,NL,,R4 
NO,Y17,,,,,,469.32,,SE,,R1 
NO,Y17,,,,,,117.08,,SE,D10,
NO,Y17,,,,,,368.29,,DE,,R4 
NO,Y17,,,,,,30.799999999999997,DK,DE,D10,
NO,Y18,,,,,,34222.06,,DK,,R1 
NO,Y18,,,,,,3885.5,,DK,,R3 
NO,Y18,,,,,,1161.68,,DK,D10,
NO,Y18,,,,,,990.5,,DK,D15,
NO,Y18,,,,,,1200.0,,EE,,R1 
NO,Y18,,,,,,14612.04,,FI,,R1 
NO,Y18,,,,,,352.43,"LV, SE",LT,,R13
NO,Y18,,,,,,162.24,,GB,,R4 
NO,Y18,,,,,,612311.105,,SE,,R1 
NO,Y18,,,,,,5077.52,,SE,,R12
NO,Y18,,,,,,16606.41,,SE,,R13
NO,Y18,,,,,,4541.32,,SE,,R3 
NO,Y18,,,,,,26373.946,,SE,,R4 
NO,Y18,,,,,,354.02,,SE,D10,
NO,Y18,,,,,,5139.92,FI,SE,,R1 
NO,Y18,,,,,,1091.0,,DE,,R3 
NO,Y18,,,,,,2536.6,,DE,,R4 
NO,Y18,,,,,,5171.0,SE,DE,,R3 
NO,Y19,,,,,,2995.96,,DK,D10,
NO,Y22,,,,,,441.72,SE,LT,,R12
NO,Y22,,,,,,1644.6599999999999,,SE,,R1 
NO,Y22,,,,,,851.29,,SE,,R4 
NO,Y22,,,,,,20.0,,SE,,R5 
NO,Y24,,,,,,0.9,DK,NL,,R12
NO,Y24,,,,,,364.02,,SE,,R_
NO,Y26,,,,,,16.0,BE,FR,,R4 
NO,Y26,,,,,,221.0,,SE,,R4 
NO,Y29,,,,,,68.53,,SE,,R5 
NO,Y29,,,,,,158.266,,SE,D1 ,
NO,Y29,,,,,,6.043,,DE,,R4 
NO,Y29,,,,,,4.6,"DK, SE",DE,D9 ,
NO,Y29,,,,,,676.0,SE,DE,,R5 
NO,Y29,,,,,,2.275,SE,DE,D12,
NO,Y31,,,,,,769.24,,DK,,R4 
NO,Y31,,,,,,899.24,,DK,,R4 
NO,Y31,,,,,,26.28,SE,DK,,R4 
NO,Y31,,,,,,47.0,,EE,,R4 
NO,Y31,,,,,,9.0,"DK, SE, DE",FR,,R8 
NO,Y31,,,,,,980.0,,ES,,R4 
NO,Y31,,,,,,1506.0,BE,ES,,R4 
