"Country of 
Export",Ycode,"Waste 
streams",Annex VIII,"UN
class",H                                    Code,Characteristics,"Amount 
exported
(in metric tons)","Country
of  Transit","Country of 
destination","D
code","R
code",Column 13
IE,"Y14, Y17, Y23, Y29, Y32, Y33",16 05 07*,,,,,1.56,,DE,D10,,
IE,"Y14, Y17, Y23, Y29, Y32, Y33",16 05 07*,,,,,0.02,,DE,D10,,
IE,"Y14, Y17, Y23, Y29, Y32, Y33",16 05 07*,,,,,0.02,,DE,D10,,
IE,"Y14, Y17, Y23, Y29, Y32, Y33",16 05 07*,,,,,0.23,,DE,D10,,
IE,"Y14, Y17, Y23, Y29, Y32, Y33",16 05 07*,,,,,0.62,,DE,D10,,
IE,"Y14, Y17, Y23, Y29, Y32, Y33",16 05 07*,,,,,1.45,,DE,D10,,
IE,"Y14, Y17, Y23, Y29, Y32, Y33",16 05 07*,,,,,0.19,,DE,D10,,
IE,"Y14, Y17, Y23, Y29, Y32, Y33",16 05 07*,,,,,0.01,,DE,D10,,
IE,"Y14, Y17, Y23, Y29, Y32, Y33",16 05 07*,,,,,0.06,,DE,D10,,
IE,"Y14, Y17, Y23, Y29, Y32, Y33",16 05 07*,,,,,0.04,,DE,D10,,
IE,"Y14, Y17, Y23, Y29, Y32, Y33",16 05 07*,,,,,0.43,,DE,D10,,
IE,"Y14, Y17, Y23, Y29, Y32, Y33",16 05 07*,,,,,0.22,,DE,D10,,
IE,"Y14, Y17, Y23, Y29, Y32, Y33",16 05 07*,,,,,0.73,,DE,D10,,
IE,"Y14, Y17, Y23, Y29, Y32, Y33",16 05 07*,,,,,0.96,,DE,D10,,
IE,"Y14, Y17, Y23, Y29, Y32, Y33",16 05 07*,,,,,1.555,,DE,D10,,
IE,"Y14, Y17, Y23, Y29, Y32, Y33",16 05 07*,,,,,0.52,,DE,D10,,
IE,"Y14, Y17, Y23, Y29, Y32, Y33",16 05 07*,,,,,0.24,,DE,D10,,
IE,"Y14, Y17, Y23, Y29, Y32, Y33",16 05 07*,,,,,0.06,,DE,D10,,
IE,"Y14, Y17, Y23, Y29, Y32, Y33",16 05 07*,,,,,0.71,,DE,D10,,
IE,"Y14, Y17, Y23, Y29, Y32, Y33",16 05 07*,,,,,1.053,,DE,D10,,
IE,"Y14, Y17, Y23, Y29, Y32, Y33",16 05 07*,,,,,17.6,,DE,D10,,
IE,Y2,"07 05 08*, 07 05 09*, 07 05 10*, 07 05 13*, 16 05 07*, 16 05 08*",,,,,14.72,,DE,D10,,
IE,Y2,"07 05 08*, 07 05 09*, 07 05 10*, 07 05 13*, 16 05 07*, 16 05 08*",,,,,15.32,,DE,D10,,
IE,"Y13, Y17, Y2, Y6",15 02 02*,,,,,0.1,,DE,D10,,
IE,"Y13, Y17, Y2, Y6",15 02 02*,,,,,0.22,,DE,D10,,
IE,"Y13, Y17, Y2, Y6",15 02 02*,,,,,2.01,,DE,D10,,
IE,"Y13, Y17, Y2, Y6",15 02 02*,,,,,0.8,,DE,D10,,
IE,"Y13, Y17, Y2, Y6",15 02 02*,,,,,2.23,,DE,D10,,
IE,"Y13, Y17, Y2, Y6",15 02 02*,,,,,1.36,,DE,D10,,
IE,"Y13, Y17, Y2, Y6",15 02 02*,,,,,1.9,,DE,D10,,
IE,"Y13, Y17, Y2, Y6",15 02 02*,,,,,0.07,,DE,D10,,
IE,"Y13, Y17, Y2, Y6",15 02 02*,,,,,0.1,,DE,D10,,
IE,"Y13, Y17, Y2, Y6",15 02 02*,,,,,0.08,,DE,D10,,
IE,"Y13, Y17, Y2, Y6",15 02 02*,,,,,0.03,,DE,D10,,
IE,"Y13, Y17, Y2, Y6",15 02 02*,,,,,1.14,,DE,D10,,
IE,"Y13, Y17, Y2, Y6",15 02 02*,,,,,1.07,,DE,D10,,
IE,"Y13, Y17, Y2, Y6",15 02 02*,,,,,0.83,,DE,D10,,
IE,"Y13, Y17, Y2, Y6",15 02 02*,,,,,0.81,,DE,D10,,
IE,"Y13, Y17, Y2, Y6",15 02 02*,,,,,0.46,,DE,D10,,
IE,"Y13, Y17, Y2, Y6",15 02 02*,,,,,1.34,,DE,D10,,
IE,"Y13, Y17, Y2, Y6",15 02 02*,,,,,1.2,,DE,D10,,
IE,"Y13, Y17, Y2, Y6",15 02 02*,,,,,1.09,,DE,D10,,
IE,"Y13, Y17, Y2, Y6",15 02 02*,,,,,0.11,,DE,D10,,
IE,"Y13, Y17, Y2, Y6",15 02 02*,,,,,0.19,,DE,D10,,
IE,"Y13, Y17, Y2, Y6",15 02 02*,,,,,0.64,,DE,D10,,
IE,"Y13, Y17, Y2, Y6",15 02 02*,,,,,1.1,,DE,D10,,
IE,"Y13, Y17, Y2, Y6",15 02 02*,,,,,2.1,,DE,D10,,
IE,"Y13, Y17, Y2, Y6",15 02 02*,,,,,1.34,,DE,D10,,
IE,"Y13, Y17, Y2, Y6",15 02 02*,,,,,3.11,,DE,D10,,
IE,"Y13, Y17, Y2, Y6",15 02 02*,,,,,0.1,,DE,D10,,
IE,"Y13, Y17, Y2, Y6",15 02 02*,,,,,1.14,,DE,D10,,
IE,"Y13, Y17, Y2, Y6",15 02 02*,,,,,0.09,,DE,D10,,
IE,"Y13, Y17, Y2, Y6",15 02 02*,,,,,0.05,,DE,D10,,
IE,"Y13, Y17, Y2, Y6",15 02 02*,,,,,0.98,,DE,D10,,
IE,"Y13, Y17, Y2, Y6",15 02 02*,,,,,0.02,,DE,D10,,
IE,"Y13, Y17, Y2, Y6",15 02 02*,,,,,12.71,,DE,D10,,
IE,"Y13, Y17, Y2, Y6",15 02 02*,,,,,0.42,,DE,D10,,
IE,"Y13, Y17, Y2, Y6",15 02 02*,,,,,1.96,,DE,D10,,
IE,"Y13, Y17, Y2, Y6",15 02 02*,,,,,1.52,,DE,D10,,
IE,"Y13, Y17, Y2, Y6",15 02 02*,,,,,0.246,,DE,D10,,
IE,"Y13, Y17, Y2, Y6",15 02 02*,,,,,0.03,,DE,D10,,
IE,"Y13, Y17, Y2, Y6",15 02 02*,,,,,2.236,,DE,D10,,
IE,"Y13, Y17, Y2, Y6",15 02 02*,,,,,4.19,,DE,D10,,
IE,"Y13, Y17, Y2, Y6",15 02 02*,,,,,0.53,,DE,D10,,
IE,"Y13, Y17, Y2, Y6",15 02 02*,,,,,3.409,,DE,D10,,
IE,"Y13, Y17, Y2, Y6",15 02 02*,,,,,0.685,,DE,D10,,
IE,"Y13, Y17, Y2, Y6",15 02 02*,,,,,1.27,,DE,D10,,
IE,"Y13, Y17, Y2, Y6",15 02 02*,,,,,2.131,,DE,D10,,
IE,"Y13, Y17, Y2, Y6",15 02 02*,,,,,0.73,,DE,D10,,
IE,"Y13, Y17, Y2, Y6",15 02 02*,,,,,0.75,,DE,D10,,
IE,"Y13, Y17, Y2, Y6",15 02 02*,,,,,0.93,,DE,D10,,
IE,"Y13, Y17, Y2, Y6",15 02 02*,,,,,1.42,,DE,D10,,
IE,"Y13, Y17, Y2, Y6",15 02 02*,,,,,0.52,,DE,D10,,
IE,"Y13, Y17, Y2, Y6",15 02 02*,,,,,3.22,,DE,D10,,
IE,"Y13, Y17, Y2, Y6",15 02 02*,,,,,0.723,,DE,D10,,
IE,"Y13, Y17, Y2, Y6",15 02 02*,,,,,1.919,,DE,D10,,
IE,"Y13, Y17, Y2, Y6",15 02 02*,,,,,1.31,,DE,D10,,
IE,"Y13, Y17, Y2, Y6",15 02 02*,,,,,0.627,,DE,D10,,
IE,"Y13, Y17, Y2, Y6",15 02 02*,,,,,1.838,,DE,D10,,
IE,"Y13, Y17, Y2, Y6",15 02 02*,,,,,1.916,,DE,D10,,
IE,"Y13, Y17, Y2, Y6",15 02 02*,,,,,0.76,,DE,D10,,
IE,"Y13, Y17, Y2, Y6",15 02 02*,,,,,0.854,,DE,D10,,
IE,"Y13, Y17, Y2, Y6",15 02 02*,,,,,0.187,,DE,D10,,
IE,"Y13, Y17, Y2, Y6",15 02 02*,,,,,0.219,,DE,D10,,
IE,"Y13, Y17, Y2, Y6",15 02 02*,,,,,2.634,,DE,D10,,
IE,"Y13, Y17, Y2, Y6",15 02 02*,,,,,1.645,,DE,D10,,
IE,"Y13, Y17, Y2, Y6",15 02 02*,,,,,0.94,,DE,D10,,
IE,"Y16, Y17, Y23, Y29, Y32, Y33",16 05 07*,,,,,0.01,,DE,D10,,
IE,"Y16, Y17, Y23, Y29, Y32, Y33",16 05 07*,,,,,0.15,,DE,D10,,
IE,"Y16, Y17, Y23, Y29, Y32, Y33",16 05 07*,,,,,0.25,,DE,D10,,
IE,"Y16, Y17, Y23, Y29, Y32, Y33",16 05 07*,,,,,0.01,,DE,D10,,
IE,"Y16, Y17, Y23, Y29, Y32, Y33",16 05 07*,,,,,0.004,,DE,D10,,
IE,"Y16, Y17, Y23, Y29, Y32, Y33",16 05 07*,,,,,0.23,,DE,D10,,
IE,"Y16, Y17, Y23, Y29, Y32, Y33",16 05 07*,,,,,0.64,,DE,D10,,
IE,"Y16, Y17, Y23, Y29, Y32, Y33",16 05 07*,,,,,0.02,,DE,D10,,
IE,"Y16, Y17, Y23, Y29, Y32, Y33",16 05 07*,,,,,0.88,,DE,D10,,
IE,"Y16, Y17, Y23, Y29, Y32, Y33",16 05 07*,,,,,0.29,,DE,D10,,
IE,"Y16, Y17, Y23, Y29, Y32, Y33",16 05 07*,,,,,0.5,,DE,D10,,
IE,"Y16, Y17, Y23, Y29, Y32, Y33",16 05 07*,,,,,5.83,,DE,D10,,
IE,"Y16, Y17, Y23, Y29, Y32, Y33",16 05 07*,,,,,4.27,,DE,D10,,
IE,"Y16, Y17, Y23, Y29, Y32, Y33",16 05 07*,,,,,0.691,,DE,D10,,
IE,"Y16, Y17, Y23, Y29, Y32, Y33",16 05 07*,,,,,1.067,,DE,D10,,
IE,"Y16, Y17, Y23, Y29, Y32, Y33",16 05 07*,,,,,0.615,,DE,D10,,
IE,"Y16, Y17, Y23, Y29, Y32, Y33",16 05 07*,,,,,0.7,,DE,D10,,
IE,"Y16, Y17, Y23, Y29, Y32, Y33",16 05 07*,,,,,0.608,,DE,D10,,
IE,"Y16, Y17, Y23, Y29, Y32, Y33",16 05 07*,,,,,0.6,,DE,D10,,
IE,"Y16, Y17, Y23, Y29, Y32, Y33",16 05 07*,,,,,8.17,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 04*",,,,,23.34,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 04*",,,,,20.08,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 04*",,,,,26.72,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 04*",,,,,25.3,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 04*",,,,,23.56,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 04*",,,,,21.6,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 04*",,,,,25.38,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 04*",,,,,28.82,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 04*",,,,,22.1,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 04*",,,,,25.48,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 04*",,,,,25.98,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 04*",,,,,25.36,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 04*",,,,,26.26,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 04*",,,,,23.98,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 04*",,,,,25.32,,DE,D10,,
IE,"Y34, Y35","06 01 01*, 06 01 02*, 06 01 04*, 06 01 05*, 06 01 06*, 06 01 99, 06 02 01*, 06 02 03*, 06 02 04*, 06 02 05*, 06 02 99, 20 01 14*, 20 01 15*",,,,,3.01,,DE,D10,,
IE,"Y34, Y35","06 01 01*, 06 01 02*, 06 01 04*, 06 01 05*, 06 01 06*, 06 01 99, 06 02 01*, 06 02 03*, 06 02 04*, 06 02 05*, 06 02 99, 20 01 14*, 20 01 15*",,,,,6.18,,DE,D10,,
IE,"Y34, Y35","06 01 01*, 06 01 02*, 06 01 04*, 06 01 05*, 06 01 06*, 06 01 99, 06 02 01*, 06 02 03*, 06 02 04*, 06 02 05*, 06 02 99, 20 01 14*, 20 01 15*",,,,,2.2,,DE,D10,,
IE,"Y34, Y35","06 01 01*, 06 01 02*, 06 01 04*, 06 01 05*, 06 01 06*, 06 01 99, 06 02 01*, 06 02 03*, 06 02 04*, 06 02 05*, 06 02 99, 20 01 14*, 20 01 15*",,,,,0.96,,DE,D10,,
IE,"Y34, Y35","06 01 01*, 06 01 02*, 06 01 04*, 06 01 05*, 06 01 06*, 06 01 99, 06 02 01*, 06 02 03*, 06 02 04*, 06 02 05*, 06 02 99, 20 01 14*, 20 01 15*",,,,,9.97,,DE,D10,,
IE,"Y34, Y35","06 01 01*, 06 01 02*, 06 01 04*, 06 01 05*, 06 01 06*, 06 01 99, 06 02 01*, 06 02 03*, 06 02 04*, 06 02 05*, 06 02 99, 20 01 14*, 20 01 15*",,,,,0.02,,DE,D10,,
IE,"Y34, Y35","06 01 01*, 06 01 02*, 06 01 04*, 06 01 05*, 06 01 06*, 06 01 99, 06 02 01*, 06 02 03*, 06 02 04*, 06 02 05*, 06 02 99, 20 01 14*, 20 01 15*",,,,,0.26,,DE,D10,,
IE,"Y34, Y35","06 01 01*, 06 01 02*, 06 01 04*, 06 01 05*, 06 01 06*, 06 01 99, 06 02 01*, 06 02 03*, 06 02 04*, 06 02 05*, 06 02 99, 20 01 14*, 20 01 15*",,,,,0.02,,DE,D10,,
IE,"Y34, Y35","06 01 01*, 06 01 02*, 06 01 04*, 06 01 05*, 06 01 06*, 06 01 99, 06 02 01*, 06 02 03*, 06 02 04*, 06 02 05*, 06 02 99, 20 01 14*, 20 01 15*",,,,,0.91,,DE,D10,,
IE,"Y34, Y35","06 01 01*, 06 01 02*, 06 01 04*, 06 01 05*, 06 01 06*, 06 01 99, 06 02 01*, 06 02 03*, 06 02 04*, 06 02 05*, 06 02 99, 20 01 14*, 20 01 15*",,,,,2.1,,DE,D10,,
IE,"Y34, Y35","06 01 01*, 06 01 02*, 06 01 04*, 06 01 05*, 06 01 06*, 06 01 99, 06 02 01*, 06 02 03*, 06 02 04*, 06 02 05*, 06 02 99, 20 01 14*, 20 01 15*",,,,,0.73,,DE,D10,,
IE,"Y34, Y35","06 01 01*, 06 01 02*, 06 01 04*, 06 01 05*, 06 01 06*, 06 01 99, 06 02 01*, 06 02 03*, 06 02 04*, 06 02 05*, 06 02 99, 20 01 14*, 20 01 15*",,,,,0.02,,DE,D10,,
IE,"Y34, Y35","06 01 01*, 06 01 02*, 06 01 04*, 06 01 05*, 06 01 06*, 06 01 99, 06 02 01*, 06 02 03*, 06 02 04*, 06 02 05*, 06 02 99, 20 01 14*, 20 01 15*",,,,,2.0,,DE,D10,,
IE,"Y34, Y35","06 01 01*, 06 01 02*, 06 01 04*, 06 01 05*, 06 01 06*, 06 01 99, 06 02 01*, 06 02 03*, 06 02 04*, 06 02 05*, 06 02 99, 20 01 14*, 20 01 15*",,,,,0.89,,DE,D10,,
IE,"Y34, Y35","06 01 01*, 06 01 02*, 06 01 04*, 06 01 05*, 06 01 06*, 06 01 99, 06 02 01*, 06 02 03*, 06 02 04*, 06 02 05*, 06 02 99, 20 01 14*, 20 01 15*",,,,,1.73,,DE,D10,,
IE,"Y34, Y35","06 01 01*, 06 01 02*, 06 01 04*, 06 01 05*, 06 01 06*, 06 01 99, 06 02 01*, 06 02 03*, 06 02 04*, 06 02 05*, 06 02 99, 20 01 14*, 20 01 15*",,,,,2.48,,DE,D10,,
IE,"Y34, Y35","06 01 01*, 06 01 02*, 06 01 04*, 06 01 05*, 06 01 06*, 06 01 99, 06 02 01*, 06 02 03*, 06 02 04*, 06 02 05*, 06 02 99, 20 01 14*, 20 01 15*",,,,,1.79,,DE,D10,,
IE,"Y34, Y35","06 01 01*, 06 01 02*, 06 01 04*, 06 01 05*, 06 01 06*, 06 01 99, 06 02 01*, 06 02 03*, 06 02 04*, 06 02 05*, 06 02 99, 20 01 14*, 20 01 15*",,,,,1.32,,DE,D10,,
IE,"Y34, Y35","06 01 01*, 06 01 02*, 06 01 04*, 06 01 05*, 06 01 06*, 06 01 99, 06 02 01*, 06 02 03*, 06 02 04*, 06 02 05*, 06 02 99, 20 01 14*, 20 01 15*",,,,,0.52,,DE,D10,,
IE,"Y34, Y35","06 01 01*, 06 01 02*, 06 01 04*, 06 01 05*, 06 01 06*, 06 01 99, 06 02 01*, 06 02 03*, 06 02 04*, 06 02 05*, 06 02 99, 20 01 14*, 20 01 15*",,,,,2.42,,DE,D10,,
IE,"Y34, Y35","06 01 01*, 06 01 02*, 06 01 04*, 06 01 05*, 06 01 06*, 06 01 99, 06 02 01*, 06 02 03*, 06 02 04*, 06 02 05*, 06 02 99, 20 01 14*, 20 01 15*",,,,,0.75,,DE,D10,,
IE,Y_,16 05 06*,,,,,0.53,,DE,D10,,
IE,Y_,16 05 06*,,,,,0.7,,DE,D10,,
IE,Y_,16 05 06*,,,,,0.37,,DE,D10,,
IE,Y_,16 05 06*,,,,,0.24,,DE,D10,,
IE,Y_,16 05 06*,,,,,0.01,,DE,D10,,
IE,Y_,16 05 06*,,,,,0.25,,DE,D10,,
IE,Y_,16 05 06*,,,,,0.36,,DE,D10,,
IE,Y_,16 05 06*,,,,,0.26,,DE,D10,,
IE,Y_,16 05 06*,,,,,0.08,,DE,D10,,
IE,Y_,16 05 06*,,,,,0.17,,DE,D10,,
IE,Y_,16 05 06*,,,,,0.03,,DE,D10,,
IE,Y_,16 05 06*,,,,,0.05,,DE,D10,,
IE,Y_,16 05 06*,,,,,0.01,,DE,D10,,
IE,Y_,16 05 06*,,,,,0.11,,DE,D10,,
IE,Y_,16 05 06*,,,,,0.37,,DE,D10,,
IE,Y_,16 05 06*,,,,,0.2,,DE,D10,,
IE,Y34,20 01 14*,,,,,0.02,,DE,D10,,
IE,Y13,"08 04 09*, 15 01 10*, 15 02 02*, 16 05 08*, 20 01 27*",,,,,0.09,,DE,D10,,
IE,Y13,"08 04 09*, 15 01 10*, 15 02 02*, 16 05 08*, 20 01 27*",,,,,0.29,,DE,D10,,
IE,Y13,"08 04 09*, 15 01 10*, 15 02 02*, 16 05 08*, 20 01 27*",,,,,0.6,,DE,D10,,
IE,Y13,"08 04 09*, 15 01 10*, 15 02 02*, 16 05 08*, 20 01 27*",,,,,0.11,,DE,D10,,
IE,Y13,"08 04 09*, 15 01 10*, 15 02 02*, 16 05 08*, 20 01 27*",,,,,0.13,,DE,D10,,
IE,Y13,"08 04 09*, 15 01 10*, 15 02 02*, 16 05 08*, 20 01 27*",,,,,0.3,,DE,D10,,
IE,Y13,"08 04 09*, 15 01 10*, 15 02 02*, 16 05 08*, 20 01 27*",,,,,0.433,,DE,D10,,
IE,Y12,"08 03 07, 08 03 08, 08 03 12*, 08 03 14*, 16 05 06*, 16 05 07*, 16 05 08*",,,,,3.72,,DE,D10,,
IE,Y12,"08 03 07, 08 03 08, 08 03 12*, 08 03 14*, 16 05 06*, 16 05 07*, 16 05 08*",,,,,12.44,,DE,D10,,
IE,Y12,"08 03 07, 08 03 08, 08 03 12*, 08 03 14*, 16 05 06*, 16 05 07*, 16 05 08*",,,,,6.64,,DE,D10,,
IE,Y12,"08 03 07, 08 03 08, 08 03 12*, 08 03 14*, 16 05 06*, 16 05 07*, 16 05 08*",,,,,5.64,,DE,D10,,
IE,Y12,"08 03 07, 08 03 08, 08 03 12*, 08 03 14*, 16 05 06*, 16 05 07*, 16 05 08*",,,,,10.33,,DE,D10,,
IE,Y12,"08 03 17*, 15 01 10*, 15 02 02*, 16 05 06*, 16 05 07*, 16 05 08*",,,,,1.1,,DE,D10,,
IE,Y12,"08 03 17*, 15 01 10*, 15 02 02*, 16 05 06*, 16 05 07*, 16 05 08*",,,,,2.2,,DE,D10,,
IE,Y12,"08 03 17*, 15 01 10*, 15 02 02*, 16 05 06*, 16 05 07*, 16 05 08*",,,,,3.38,,DE,D10,,
IE,Y12,"08 03 17*, 15 01 10*, 15 02 02*, 16 05 06*, 16 05 07*, 16 05 08*",,,,,2.56,,DE,D10,,
IE,Y12,"08 03 17*, 15 01 10*, 15 02 02*, 16 05 06*, 16 05 07*, 16 05 08*",,,,,3.79,,DE,D10,,
IE,Y41,"07 05 01*, 07 05 03*, 14 06 02*",,,,,26.88,,DE,D10,,
IE,Y41,"07 05 01*, 07 05 03*, 14 06 02*",,,,,22.38,,DE,D10,,
IE,Y41,"07 05 01*, 07 05 03*, 14 06 02*",,,,,21.84,,DE,D10,,
IE,Y41,"07 05 01*, 07 05 03*, 14 06 02*",,,,,23.6,,DE,D10,,
IE,Y41,"07 05 01*, 07 05 03*, 14 06 02*",,,,,23.28,,DE,D10,,
IE,Y41,"07 05 01*, 07 05 03*, 14 06 02*",,,,,20.7,,DE,D10,,
IE,Y41,"07 05 01*, 07 05 03*, 14 06 02*",,,,,22.9,,DE,D10,,
IE,Y41,"07 05 01*, 07 05 03*, 14 06 02*",,,,,21.99,,DE,D10,,
IE,Y41,"07 05 01*, 07 05 03*, 14 06 02*",,,,,22.54,,DE,D10,,
IE,Y41,"07 05 01*, 07 05 03*, 14 06 02*",,,,,22.42,,DE,D10,,
IE,Y41,"07 05 01*, 07 05 03*, 14 06 02*",,,,,21.54,,DE,D10,,
IE,Y41,"07 05 01*, 07 05 03*, 14 06 02*",,,,,24.34,,DE,D10,,
IE,Y41,"07 05 01*, 07 05 03*, 14 06 02*",,,,,25.16,,DE,D10,,
IE,Y41,"07 05 01*, 07 05 03*, 14 06 02*",,,,,25.04,,DE,D10,,
IE,Y41,"07 05 01*, 07 05 03*, 14 06 02*",,,,,21.46,,DE,D10,,
IE,Y41,"07 05 01*, 07 05 03*, 14 06 02*",,,,,21.55,,DE,D10,,
IE,Y41,"07 05 01*, 07 05 03*, 14 06 02*",,,,,22.48,,DE,D10,,
IE,Y41,"07 05 01*, 07 05 03*, 14 06 02*",,,,,23.12,,DE,D10,,
IE,Y41,"07 05 01*, 07 05 03*, 14 06 02*",,,,,23.0,,DE,D10,,
IE,Y41,"07 05 01*, 07 05 03*, 14 06 02*",,,,,24.02,,DE,D10,,
IE,Y41,"07 05 01*, 07 05 03*, 14 06 02*",,,,,23.5,,DE,D10,,
IE,Y41,"07 05 01*, 07 05 03*, 14 06 02*",,,,,26.86,,DE,D10,,
IE,Y41,"07 05 01*, 07 05 03*, 14 06 02*",,,,,25.96,,DE,D10,,
IE,Y41,"07 05 01*, 07 05 03*, 14 06 02*",,,,,23.94,,DE,D10,,
IE,Y41,"07 05 01*, 07 05 03*, 14 06 02*",,,,,14.54,,DE,D10,,
IE,Y41,"07 05 01*, 07 05 03*, 14 06 02*",,,,,22.02,,DE,D10,,
IE,Y41,"07 05 01*, 07 05 03*, 14 06 02*",,,,,22.6,,DE,D10,,
IE,Y41,"07 05 01*, 07 05 03*, 14 06 02*",,,,,22.22,,DE,D10,,
IE,Y41,"07 05 01*, 07 05 03*, 14 06 02*",,,,,27.74,,DE,D10,,
IE,Y41,"07 05 01*, 07 05 03*, 14 06 02*",,,,,22.54,,DE,D10,,
IE,Y41,"07 05 01*, 07 05 03*, 14 06 02*",,,,,27.64,,DE,D10,,
IE,Y41,"07 05 01*, 07 05 03*, 14 06 02*",,,,,22.44,,DE,D10,,
IE,Y41,"07 05 01*, 07 05 03*, 14 06 02*",,,,,23.6,,DE,D10,,
IE,Y41,"07 05 01*, 07 05 03*, 14 06 02*",,,,,24.34,,DE,D10,,
IE,Y41,"07 05 01*, 07 05 03*, 14 06 02*",,,,,23.72,,DE,D10,,
IE,Y41,"07 05 01*, 07 05 03*, 14 06 02*",,,,,23.02,,DE,D10,,
IE,Y41,"07 05 01*, 07 05 03*, 14 06 02*",,,,,21.9,,DE,D10,,
IE,Y41,"07 05 01*, 07 05 03*, 14 06 02*",,,,,22.54,,DE,D10,,
IE,Y41,"07 05 01*, 07 05 03*, 14 06 02*",,,,,22.56,,DE,D10,,
IE,Y41,"07 05 01*, 07 05 03*, 14 06 02*",,,,,23.42,,DE,D10,,
IE,Y41,"07 05 01*, 07 05 03*, 14 06 02*",,,,,21.44,,DE,D10,,
IE,Y41,"07 05 01*, 07 05 03*, 14 06 02*",,,,,22.92,,DE,D10,,
IE,Y41,"07 05 01*, 07 05 03*, 14 06 02*",,,,,22.74,,DE,D10,,
IE,Y41,"07 05 01*, 07 05 03*, 14 06 02*",,,,,25.74,,DE,D10,,
IE,Y41,"07 05 01*, 07 05 03*, 14 06 02*",,,,,22.74,,DE,D10,,
IE,Y41,"07 05 01*, 07 05 03*, 14 06 02*",,,,,21.3,,DE,D10,,
IE,Y41,"07 05 01*, 07 05 03*, 14 06 02*",,,,,22.06,,DE,D10,,
IE,Y41,"07 05 01*, 07 05 03*, 14 06 02*",,,,,22.46,,DE,D10,,
IE,Y41,"07 05 01*, 07 05 03*, 14 06 02*",,,,,20.4,,DE,D10,,
IE,Y41,"07 05 01*, 07 05 03*, 14 06 02*",,,,,19.86,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 16 05 08*",,,,,23.5,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 16 05 08*",,,,,25.28,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 16 05 08*",,,,,24.12,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 16 05 08*",,,,,21.81,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 16 05 08*",,,,,19.66,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 16 05 08*",,,,,25.83,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 16 05 08*",,,,,25.74,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 16 05 08*",,,,,23.9,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 16 05 08*",,,,,23.26,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 16 05 08*",,,,,25.74,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 16 05 08*",,,,,25.22,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 16 05 08*",,,,,23.38,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 16 05 08*",,,,,18.88,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 16 05 08*",,,,,25.6,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 16 05 08*",,,,,18.62,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 16 05 08*",,,,,26.24,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 16 05 08*",,,,,18.78,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 16 05 08*",,,,,26.44,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 16 05 08*",,,,,23.02,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 16 05 08*",,,,,20.8,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 16 05 08*",,,,,26.0,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 16 05 08*",,,,,21.82,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 16 05 08*",,,,,24.52,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 16 05 08*",,,,,24.02,,DE,D10,,
